AddressId,AddressLabel,BuildingNumber,StreetDirection,StreetName,StreetType,ExtensionWithUnit,UnitType,UnitValue,ZipCode,Mailable,StatePlaneX,StatePlaneY,Latitude,Longitude,ID,Name,AddressBase,AddressExtension
0078880,1420 Park Ave,1420,,Park,Ave,,,,23220,Yes,11785168.4386539,3725518.6343161,37.55010162,-77.4573748,0350,Fan District Association,1420 Park Ave,
0078865,1406 Park Ave,1406,,Park,Ave,,,,23220,Yes,11785286.399704,3725440.61183435,37.54988377,-77.4569709,0350,Fan District Association,1406 Park Ave,
0078866,1408 Park Ave,1408,,Park,Ave,,,,23220,Yes,11785269.40006605,3725453.30767506,37.54991915,-77.45702905,0350,Fan District Association,1408 Park Ave,
0078856,1300 Park Ave,1300,,Park,Ave,,,,23220,Yes,11785410.8495864,3725346.65959443,37.54962198,-77.45654522,0350,Fan District Association,1300 Park Ave,
1078853,1214 Park Ave,1214,,Park,Ave,,,,23220,Yes,11785455.4443134,3725328.41586451,37.54957053,-77.4563921,0350,Fan District Association,1214 Park Ave,
0078839,1206 Park Ave,1206,,Park,Ave,,,,23220,Yes,11785523.6223267,3725282.18925093,37.54944151,-77.4561587,0350,Fan District Association,1206 Park Ave,
0078834,1200 Park Ave,1200,,Park,Ave,,,,23220,Yes,11785585.532964,3725254.53871569,37.54936369,-77.45594621,0350,Fan District Association,1200 Park Ave,
0078823,1014 Park Ave,1014,,Park,Ave,,,,23220,Yes,11785659.3999423,3725231.13423494,37.54929718,-77.45569232,0350,Fan District Association,1014 Park Ave,
0078796,1000 Park Ave,1000,,Park,Ave,,,,23220,Yes,11785821.449815,3725132.36540361,37.54902101,-77.45513715,0350,Fan District Association,1000 Park Ave,
0047609,314 N Harrison St,314,N,Harrison,St,,,,23220,Yes,11785904.4332449,3725243.86550869,37.54932469,-77.45484667,0350,Fan District Association,314 N Harrison St,
0102431,1001 West Ave,1001,,West,Ave,,,,23220,Yes,11785829.7877249,3725322.94540302,37.54954413,-77.45510112,0350,Fan District Association,1001 West Ave,
0102443,1009 West Ave,1009,,West,Ave,,,,23220,Yes,11785744.7875668,3725385.90393852,37.54971961,-77.4553919,0350,Fan District Association,1009 West Ave,
0102433,1003 West Ave,1003,,West,Ave,,,,23220,Yes,11785808.2877679,3725339.68618318,37.54959076,-77.45517463,0350,Fan District Association,1003 West Ave,
0102514,1512 West Ave,1512,,West,Ave,,,,23220,Yes,11785180.21094,3725911.79855602,37.55118097,-77.45731921,0350,Fan District Association,1512 West Ave,
0102507,1506 West Ave,1506,,West,Ave,,,,23220,Yes,11785238.2111521,3725868.46924636,37.55106022,-77.45712081,0350,Fan District Association,1506 West Ave,
0037327,1205 W Franklin St,1205,W,Franklin,St,,,,23220,Yes,11785309.466587,3726102.15677111,37.55169982,-77.45686612,0350,Fan District Association,1205 W Franklin St,
0037289,1107 W Franklin St,1107,W,Franklin,St,,,,23220,Yes,11785813.8835572,3725727.0807496,37.55065446,-77.45514054,0350,Fan District Association,1107 W Franklin St,
0037258,1105 W Franklin St,1105,W,Franklin,St,,,,23220,Yes,11785837.3835102,3725710.94593935,37.55060943,-77.4550601,0350,Fan District Association,1105 W Franklin St,
0102456,1110 West Ave,1110,,West,Ave,,,,23220,Yes,11785693.4887849,3725532.34426244,37.55012333,-77.45556325,0350,Fan District Association,1110 West Ave,
0102459,1114 West Ave,1114,,West,Ave,,,,23220,Yes,11785648.9888739,3725563.42917402,37.55021005,-77.45571555,0350,Fan District Association,1114 West Ave,
0037205,1013 W Franklin St,1013,W,Franklin,St,,,,23220,Yes,11785973.6614529,3725621.33358577,37.5503592,-77.45459347,0350,Fan District Association,1013 W Franklin St,
0064478,1727 W Main St,1727,W,Main,St,,,,23220,Yes,11783490.1411574,3724781.90711501,37.54812917,-77.46319157,0350,Fan District Association,1727 W Main St,
0064476,1723 W Main St,1723,W,Main,St,,,,23220,Yes,11783524.8553269,3724752.23328985,37.54804663,-77.46307296,0350,Fan District Association,1723 W Main St,
0064467,1711 W Main St,1711,W,Main,St,,,,23220,Yes,11783635.4984783,3724707.99814211,37.54792181,-77.46269301,0350,Fan District Association,1711 W Main St,
0064455,1703 W Main St,1703,W,Main,St,,,,23220,Yes,11783711.9986534,3724674.57891761,37.54782773,-77.46243042,0350,Fan District Association,1703 W Main St,
0001090,11 N Allen Ave,11,N,Allen,Ave,,,,23220,Yes,11783537.8589098,3724978.29747027,37.54866706,-77.46301955,0350,Fan District Association,11 N Allen Ave,
1001086,7 N Allen Ave,7,N,Allen,Ave,,,,23220,Yes,11783520.3589448,3724937.46946794,37.54855546,-77.46308145,0350,Fan District Association,7 N Allen Ave,
0062478,10 N Lombardy St,10,N,Lombardy,St,,,,23220,Yes,11784164.1411218,3724674.01855128,37.54781253,-77.46087094,0350,Fan District Association,10 N Lombardy St,
0062476,6 N Lombardy St,6,N,Lombardy,St,,,,23220,Yes,11784148.4259301,3724635.61574094,37.54770754,-77.4609266,0350,Fan District Association,6 N Lombardy St,
0034636,1619 Floyd Ave,1619,,Floyd,Ave,,,,23220,Yes,11784117.85479698,3724981.75218773,37.54865904,-77.46101891,0350,Fan District Association,1619 Floyd Ave,
0034624,1613 Floyd Ave,1613,,Floyd,Ave,,,,23220,Yes,11784172.9980594,3724957.42349628,37.54859055,-77.46082963,0350,Fan District Association,1613 Floyd Ave,
1062490,26 N Lombardy St,26,N,Lombardy,St,,,,23220,Yes,11784239.9260752,3724842.67667852,37.54827341,-77.46060314,0350,Fan District Association,26 N Lombardy St,
0062492,30 N Lombardy St,30,N,Lombardy,St,,,,23220,Yes,11784254.4260462,3724875.49813518,37.54836311,-77.46055188,0350,Fan District Association,30 N Lombardy St,
0064441,1609 W Main St,1609,W,Main,St,,,,23220,Yes,11784008.6411047,3724550.31079343,37.5474775,-77.46141197,0350,Fan District Association,1609 W Main St,
1064439,1607 W Main St,1607,W,Main,St,,,,23220,Yes,11784037.6410467,3724538.49520028,37.54744417,-77.4613124,0350,Fan District Association,1607 W Main St,
0064436,1605 W Main St,1605,W,Main,St,,,,23220,Yes,11784061.284044,3724523.63663419,37.54740266,-77.46123141,0350,Fan District Association,1605 W Main St,
1100692,5 S Vine St,5,S,Vine,St,,,,23220,Yes,11783753.2174029,3724492.36504319,37.54732608,-77.46229516,0350,Fan District Association,5 S Vine St,
0062617,13 S Lombardy St,13,S,Lombardy,St,,,,23220,Yes,11784102.9293019,3724351.95817177,37.54692993,-77.46109429,0350,Fan District Association,13 S Lombardy St,
0034608,1529 Floyd Ave,1529,,Floyd,Ave,,,,23220,Yes,11784375.9966692,3724869.67793685,37.54834345,-77.46013278,0350,Fan District Association,1529 Floyd Ave,
0037191,1009 W Franklin St,1009,W,Franklin,St,,,,23220,Yes,11786017.2945677,3725589.91599768,37.55027159,-77.45444416,0350,Fan District Association,1009 W Franklin St,
0102432,1002 West Ave,1002,,West,Ave,,,,23220,Yes,11785851.5777075,3725412.3294106,37.54978894,-77.45502254,0350,Fan District Association,1002 West Ave,
0047612,318 N Harrison St,318,N,Harrison,St,,,,23220,Yes,11785956.7500694,3725332.72195826,37.54956712,-77.45466282,0350,Fan District Association,318 N Harrison St,
0037385,1212 W Franklin St,1212,W,Franklin,St,,,,23220,Yes,11785389.1813226,3726194.29995953,37.55195044,-77.45658764,0350,Fan District Association,1212 W Franklin St,
0037328,1206 W Franklin St,1206,W,Franklin,St,,,,23220,Yes,11785489.2998888,3726116.47695243,37.55173369,-77.45624527,0350,Fan District Association,1206 W Franklin St,
3161163,1101 W Grace St Unit 10,1101,W,Grace,St,Unit 10,,,23220,Yes,11785872.0222204,3726136.21510194,37.55177626,-77.45492438,0350,Fan District Association,1101 W Grace St,
3161156,1101 W Grace St Unit 3,1101,W,Grace,St,Unit 3,,,23220,Yes,11785872.0222204,3726136.21510194,37.55177626,-77.45492438,0350,Fan District Association,1101 W Grace St,
3161161,1101 W Grace St Unit 8,1101,W,Grace,St,Unit 8,,,23220,Yes,11785872.0222204,3726136.21510194,37.55177626,-77.45492438,0350,Fan District Association,1101 W Grace St,
0040657,1127 W Grace St,1127,W,Grace,St,,,,23220,Yes,11785471.1148858,3726472.65635818,37.55271238,-77.45629441,0350,Fan District Association,1127 W Grace St,
0040571,1111 W Grace St,1111,W,Grace,St,,,,23220,Yes,11785683.9369667,3726315.51592444,37.55227438,-77.45556631,0350,Fan District Association,1111 W Grace St,
0040557,1109 W Grace St,1109,W,Grace,St,,,,23220,Yes,11785722.3446983,3726286.90968244,37.55219465,-77.45543492,0350,Fan District Association,1109 W Grace St,
0040486,1001 W Grace St,1001,W,Grace,St,,,,23220,Yes,11786341.7889974,3725844.24062027,37.55096014,-77.45331518,0350,Fan District Association,1001 W Grace St,
0037225,1030 W Franklin St,1030,W,Franklin,St,,,,23220,Yes,11785833.7109454,3725864.66577627,37.55103169,-77.4550669,0350,Fan District Association,1030 W Franklin St,
1037215,1022 W Franklin St,1022,W,Franklin,St,,,,23220,Yes,11785948.5036948,3725793.6652621,37.55083322,-77.45467366,0350,Fan District Association,1022 W Franklin St,
0037183,1006 W Franklin St,1006,W,Franklin,St,,,,23220,Yes,11786110.0630829,3725675.56215185,37.55050397,-77.45412091,0350,Fan District Association,1006 W Franklin St,
0040695,1140 W Grace St,1140,W,Grace,St,,,,23220,Yes,11785482.5417002,3726628.07238594,37.55313884,-77.45624907,0350,Fan District Association,1140 W Grace St,
0040544,1108 W Grace St,1108,W,Grace,St,,,,23220,Yes,11785793.7084007,3726387.85272202,37.55246969,-77.45518491,0350,Fan District Association,1108 W Grace St,
0040579,1120 W Grace St,1120,W,Grace,St,,,,23220,Yes,11785744.2081716,3726423.72797835,37.55256972,-77.45535428,0350,Fan District Association,1120 W Grace St,
0011211,1217 W Broad St,1217,W,Broad,St,,,,23220,Yes,11786406.2914931,3726241.99638644,37.5520505,-77.45307747,0350,Fan District Association,1217 W Broad St,
0034593,1523 Floyd Ave,1523,,Floyd,Ave,,,,23220,Yes,11784428.9965632,3724846.92174877,37.54827935,-77.45995084,0350,Fan District Association,1523 Floyd Ave,
0034585,1520 Floyd Ave,1520,,Floyd,Ave,,,,23220,Yes,11784481.8993445,3724947.0291601,37.54855266,-77.45976457,0350,Fan District Association,1520 Floyd Ave,
1034592,1522 Floyd Ave,1522,,Floyd,Ave,,,,23220,Yes,11784459.8993885,3724951.94155185,37.54856682,-77.45984026,0350,Fan District Association,1522 Floyd Ave,
0078883,1423 Park Ave,1423,,Park,Ave,,,,23220,Yes,11785097.0854501,3725465.27845168,37.54995725,-77.45762295,0350,Fan District Association,1423 Park Ave,
0078879,1419 Park Ave,1419,,Park,Ave,,,,23220,Yes,11785123.6162369,3725433.99800244,37.54987055,-77.45753263,0350,Fan District Association,1419 Park Ave,
0078877,1417 Park Ave,1417,,Park,Ave,,,,23220,Yes,11785144.439358,3725420.52854119,37.54983293,-77.45746132,0350,Fan District Association,1417 Park Ave,
0078875,1415 Park Ave,1415,,Park,Ave,,,,23220,Yes,11785161.4878804,3725403.24675161,37.54978495,-77.45740317,0350,Fan District Association,1415 Park Ave,
0078869,1413 Park Ave,1413,,Park,Ave,,,,23220,Yes,11785177.9999864,3725370.69071436,37.54969504,-77.45734746,0350,Fan District Association,1413 Park Ave,
0043979,1300 Grove Ave,1300,,Grove,Ave,,,,23220,Yes,11785384.0487869,3725035.89085902,37.54876936,-77.45664951,0350,Fan District Association,1300 Grove Ave,
0078833,1023 Park Ave,1023,,Park,Ave,,,,23220,Yes,11785462.304864,3725215.21858436,37.54925945,-77.45637275,0350,Fan District Association,1023 Park Ave,
0078832,1021 Park Ave,1021,,Park,Ave,,,,23220,Yes,11785494.0305224,3725216.07520993,37.54926084,-77.45626329,0350,Fan District Association,1021 Park Ave,
0078829,1019 Park Ave,1019,,Park,Ave,,,,23220,Yes,11785518.0304744,3725206.85574019,37.5492348,-77.45618086,0350,Fan District Association,1019 Park Ave,
0047601,206 N Harrison St,206,N,Harrison,St,,,,23220,Yes,11785763.0368741,3725055.94757743,37.54881293,-77.45534155,0350,Fan District Association,206 N Harrison St,
0047602,208 N Harrison St,208,N,Harrison,St,,,,23220,Yes,11785783.7015309,3725076.41374385,37.5488685,-77.45526949,0350,Fan District Association,208 N Harrison St,
0044069,1423 Grove Ave,1423,,Grove,Ave,,,,23220,Yes,11784908.2623369,3725127.26600435,37.54903472,-77.45828711,0350,Fan District Association,1423 Grove Ave,
0047870,110 N Harvie St,110,N,Harvie,St,,,,23220,Yes,11785100.750469,3724877.39905003,37.5483427,-77.45763269,0350,Fan District Association,110 N Harvie St,
0047850,102 N Harvie St,102,N,Harvie,St,,,,23220,Yes,11785069.7685756,3724800.33293119,37.548132,-77.45774249,0350,Fan District Association,102 N Harvie St,
1047866,104 N Harvie St,104,N,Harvie,St,,,,23220,Yes,11785082.7685496,3724830.26266135,37.5482138,-77.45769651,0350,Fan District Association,104 N Harvie St,
0047849,100 N Harvie St,100,N,Harvie,St,,,,23220,Yes,11785060.7685936,3724779.50948203,37.54807508,-77.45777433,0350,Fan District Association,100 N Harvie St,
0084067,109 N Plum St,109,N,Plum,St,,,,23220,Yes,11784819.2615307,3725005.11008069,37.54870195,-77.45859874,0350,Fan District Association,109 N Plum St,
0034543,1418 Floyd Ave,1418,,Floyd,Ave,,,,23220,Yes,11784852.786398,3724788.03341511,37.5481048,-77.45849136,0350,Fan District Association,1418 Floyd Ave,
0034541,1416 Floyd Ave,1416,,Floyd,Ave,,,,23220,Yes,11784884.719405,3724777.25030018,37.54807422,-77.45838163,0350,Fan District Association,1416 Floyd Ave,
0034540,1414 Floyd Ave,1414,,Floyd,Ave,,,,23220,Yes,11784911.1583285,3724763.80938219,37.5480365,-77.45829095,0350,Fan District Association,1414 Floyd Ave,
0034538,1408 Floyd Ave,1408,,Floyd,Ave,,,,23220,Yes,11784964.3839439,3724733.50694935,37.54795167,-77.45810852,0350,Fan District Association,1408 Floyd Ave,
0047868,107 N Harvie St,107,N,Harvie,St,,,,23220,Yes,11785169.3169329,3724806.56520219,37.54814609,-77.4573989,0350,Fan District Association,107 N Harvie St,
0047867,105 N Harvie St,105,N,Harvie,St,,,,23220,Yes,11785159.8169519,3724784.14529952,37.54808481,-77.45743252,0350,Fan District Association,105 N Harvie St,
0043983,1301 Grove Ave,1301,,Grove,Ave,,,,23220,Yes,11785381.1649344,3724912.43769385,37.54843041,-77.45666416,0350,Fan District Association,1301 Grove Ave,
0073028,118 N Morris St,118,N,Morris,St,,,,23220,Yes,11785384.2626973,3724844.29052043,37.54824317,-77.45665608,0350,Fan District Association,118 N Morris St,
0046768,2506 Hanover Ave,2506,,Hanover,Ave,,,,23220,Yes,11781353.8544195,3727278.23020636,37.55504883,-77.47046606,0350,Fan District Association,2506 Hanover Ave,
1061884,114 N Linden St,114,N,Linden,St,,,,23220,Yes,11786106.8800184,3724808.10456918,37.54812184,-77.45416504,0350,Fan District Association,114 N Linden St,
0078793,931 Park Ave,931,,Park,Ave,,,,23220,Yes,11786217.5549939,3724729.70479161,37.54790317,-77.4537863,0350,Fan District Association,931 Park Ave,
0078792,924 Park Ave,924,,Park,Ave,,,,23220,Yes,11785964.0098974,3725105.95075826,37.54894414,-77.45464644,0350,Fan District Association,924 Park Ave,
1037145,910 W Franklin St,910,W,Franklin,St,,,,23284,Yes,11786529.629501,3725350.38891768,37.5495982,-77.45268616,0350,Fan District Association,910 W Franklin St,
0040478,939 W Grace St,939,W,Grace,St,,,,23220,Yes,11786400.1412429,3725798.28598776,37.55083217,-77.45311566,0350,Fan District Association,939 W Grace St,
0040472,931 W Grace St,931,W,Grace,St,,,,23220,Yes,11786471.28217672,3725747.96161331,37.5506918,-77.45287221,0350,Fan District Association,931 W Grace St,
2032475,925 W Grace St,925,W,Grace,St,,,,23220,No,11786542.49168,3725680.50571153,37.55050438,-77.45262916,0350,Fan District Association,925 W Grace St,
0040450,909 W Grace St,909,W,Grace,St,,,,23220,Yes,11786706.0664841,3725546.03714843,37.55013011,-77.4520701,0350,Fan District Association,909 W Grace St,
0040436,903 W Grace St,903,W,Grace,St,,,,23220,Yes,11786776.5965268,3725496.15306185,37.54999097,-77.45182873,0350,Fan District Association,903 W Grace St,
3003599,1111 W Broad St,1111,W,Broad,St,,,,23284,Yes,11786782.8547164,3725904.5272451,37.55111226,-77.45179151,0350,Fan District Association,1111 W Broad St,
0034521,1325 Floyd Ave,1325,,Floyd,Ave,,,,23220,Yes,11785091.4207633,3724563.08340569,37.5474798,-77.45767684,0350,Fan District Association,1325 Floyd Ave,
0119746,1327 Floyd Ave,1327,,Floyd,Ave,,,,23220,Yes,11785074.9207963,3724573.30451386,37.54750837,-77.45773337,0350,Fan District Association,1327 Floyd Ave,
1034508,1317 Floyd Ave,1317,,Floyd,Ave,,,,23220,Yes,11785161.4209514,3724533.03687786,37.54739516,-77.45743655,0350,Fan District Association,1317 Floyd Ave,
1034529,1329 Floyd Ave,1329,,Floyd,Ave,,,,23220,Yes,11785058.3417612,3724581.14865828,37.54753042,-77.45779025,0350,Fan District Association,1329 Floyd Ave,
0064373,1320 W Main St,1320,W,Main,St,,,,23220,Yes,11785019.963229,3724224.73762569,37.5465528,-77.45793619,0350,Fan District Association,1320 W Main St,
0064368,1316 W Main St,1316,W,Main,St,,,,23220,Yes,11785058.9634791,3724208.61036135,37.54650732,-77.45780229,0350,Fan District Association,1316 W Main St,
0064358,1306 W Main St,1306,W,Main,St,,,,23220,Yes,11785159.9937889,3724148.74007428,37.54633984,-77.45745611,0350,Fan District Association,1306 W Main St,
3160245,1308 W Main St,1308,W,Main,St,,,,23220,Yes,11785153.95115,3724150.30700026,37.54634433,-77.45747689,0350,Fan District Association,1308 W Main St,
0064360,1309 W Main St,1309,W,Main,St,,,,23220,Yes,11785108.0129217,3724079.29828402,37.54615072,-77.45763804,0350,Fan District Association,1309 W Main St,
0064357,1305 W Main St,1305,W,Main,St,,,,23220,Yes,11785150.11618389,3724060.98828122,37.54609916,-77.45749353,0350,Fan District Association,1305 W Main St,
1064359,1307 W Main St,1307,W,Main,St,,,,23220,Yes,11785126.1162319,3724070.58307835,37.54612624,-77.45757593,0350,Fan District Association,1307 W Main St,
0064354,1301 W Main St,1301,W,Main,St,,,,23220,Yes,11785178.0367318,3724050.97616218,37.54607082,-77.4573976,0350,Fan District Association,1301 W Main St,
0064343,1205 W Main St,1205,W,Main,St,,,,23220,Yes,11785336.8664666,3723980.31587043,37.54587195,-77.45685248,0350,Fan District Association,1205 W Main St,
1064342,1203 W Main St,1203,W,Main,St,,,,23220,Yes,11785370.0366759,3723964.97239719,37.54582881,-77.45673866,0350,Fan District Association,1203 W Main St,
0064340,1201 W Main St,1201,W,Main,St,,,,23220,Yes,11785386.0182712,3723958.38120303,37.54581022,-77.45668379,0350,Fan District Association,1201 W Main St,
1073018,111 N Morris St,111,N,Morris,St,,,,23220,Yes,11785460.1401702,3724751.25002411,37.54798536,-77.45639791,0350,Fan District Association,111 N Morris St,
0073015,109 N Morris St,109,N,Morris,St,,,,23220,Yes,11785460.6401692,3724730.55879252,37.54792852,-77.45639698,0350,Fan District Association,109 N Morris St,
1073013,107 N Morris St,107,N,Morris,St,,,,23220,Yes,11785465.1519712,3724674.77347101,37.54777519,-77.45638354,0350,Fan District Association,107 N Morris St,
0034445,1102 Floyd Ave,1102,,Floyd,Ave,,,,23220,Yes,11785724.7744834,3724530.65827368,37.54737153,-77.45549357,0350,Fan District Association,1102 Floyd Ave,
0034479,1129 Floyd Ave,1129,,Floyd,Ave,,,,23220,Yes,11785492.5000136,3724408.2782691,37.5470425,-77.45629938,0350,Fan District Association,1129 Floyd Ave,
0034473,1121 Floyd Ave,1121,,Floyd,Ave,,,,23220,Yes,11785584.3722052,3724409.83108752,37.54704398,-77.45598244,0350,Fan District Association,1121 Floyd Ave,
0040458,918 W Grace St,918,W,Grace,St,,,,23220,Yes,11786711.6872078,3725693.62281127,37.55053524,-77.45204506,0350,Fan District Association,918 W Grace St,
0040482,942 W Grace St,942,W,Grace,St,,,,23220,Yes,11786503.4779785,3725829.98441519,37.55091607,-77.45275801,0350,Fan District Association,942 W Grace St,
3025470,406 Shafer St,406,,Shafer,St,,,,23220,Yes,11786924.7327134,3725622.72728378,37.55033405,-77.45131293,0350,Fan District Association,406 Shafer St,
0040421,813 W Grace St,813,W,Grace,St,,,,23220,No,11787143.44913948,3725195.07393956,37.54915296,-77.45057492,0350,Fan District Association,813 W Grace St,
1087945,720 W Grace St,720,W,Grace,St,,,,23220,Yes,11787457.5758079,3725130.22006668,37.54896525,-77.44949392,0350,Fan District Association,720 W Grace St,
0040405,600 W Grace St,600,W,Grace,St,,,,23220,No,11787839.3273409,3724866.65366469,37.54822977,-77.44818732,0350,Fan District Association,600 W Grace St,
0059748,307 N Laurel St,307,N,Laurel,St,,,,23220,Yes,11787525.4851209,3725337.57431076,37.54953262,-77.44925173,0350,Fan District Association,307 N Laurel St,
3162456,1302 W Main St,1302,W,Main,St,,,,23220,Yes,11785201.1751369,3724130.1863056,37.54628764,-77.45731478,0350,Fan District Association,1302 W Main St,
0034478,1123 Floyd Ave,1123,,Floyd,Ave,,,,23220,Yes,11785556.3722612,3724409.83896153,37.54704485,-77.45607901,0350,Fan District Association,1123 Floyd Ave,
0047585,10 N Harrison St,10,N,Harrison,St,,,,23220,Yes,11785735.2383733,3724161.10061385,37.54635633,-77.45547158,0350,Fan District Association,10 N Harrison St,
0047587,14 N Harrison St,14,N,Harrison,St,,,,23220,Yes,11785736.2383713,3724201.1645101,37.54646632,-77.4554666,0350,Fan District Association,14 N Harrison St,
0073009,1 N Morris St,1,N,Morris,St,,,,23220,Yes,11785458.0912898,3724147.13541868,37.54632639,-77.45642801,0350,Fan District Association,1 N Morris St,
0073010,5 N Morris St,5,N,Morris,St,,,,23220,Yes,11785458.0912898,3724165.72101143,37.54637743,-77.4564273,0350,Fan District Association,5 N Morris St,
0041033,2219 W Grace St,2219,W,Grace,St,,,,23220,No,11783204.8234866,3728140.84823176,37.55736215,-77.46404854,0350,Fan District Association,2219 W Grace St,
0040500,1101 W Grace St,1101,W,Grace,St,,,,23220,No,11785886.1396463,3726157.46801218,37.5518342,-77.45487488,0350,Fan District Association,1101 W Grace St,
3161169,2711 Grove Ave Unit 6,2711,,Grove,Ave,Unit 6,,,23220,Yes,11780334.9998299,3727068.32445818,37.55450284,-77.47398845,0350,Fan District Association,2711 Grove Ave,
3162082,1622 W Main St Rear,1622,W,Main,St,Rear,,,23220,Yes,11783955.0326161,3724773.29164669,37.54809147,-77.46158842,0350,Fan District Association,1622 W Main St,
3161265,1622 W Main St Unit A,1622,W,Main,St,Unit A,,,23220,No,11783899.4126486,3724711.40003818,37.54792319,-77.46178261,0350,Fan District Association,1622 W Main St,
0037114,612 W Franklin St,612,W,Franklin,St,,,,23220,No,11787465.9248725,3724641.55503352,37.54762302,-77.44948388,0350,Fan District Association,612 W Franklin St,
3160756,2709 Hanover Ave Unit 3,2709,,Hanover,Ave,Unit 3,,,23220,Yes,11780545.1188323,3727509.00730385,37.55570678,-77.47324712,0350,Fan District Association,2709 Hanover Ave,
3160758,2709 Hanover Ave Unit 5,2709,,Hanover,Ave,Unit 5,,,23220,Yes,11780545.1188323,3727509.00730385,37.55570678,-77.47324712,0350,Fan District Association,2709 Hanover Ave,
2032720,1900 Stuart Ave,1900,,Stuart,Ave,,,,23220,No,11783719.4356464,3726723.77691893,37.55345505,-77.46232707,0350,Fan District Association,1900 Stuart Ave,
0034559,1501 Floyd Ave,1501,,Floyd,Ave,,,,23220,Yes,11784629.5706371,3724763.79068144,37.54804498,-77.45926219,0350,Fan District Association,1501 Floyd Ave,
0034566,1507 Floyd Ave,1507,,Floyd,Ave,,,,23220,Yes,11784579.570409,3724783.3542906,37.54810022,-77.45943391,0350,Fan District Association,1507 Floyd Ave,
0084056,12 N Plum St,12,N,Plum,St,,,,23220,Yes,11784577.1399677,3724663.15144701,37.54777019,-77.45944686,0350,Fan District Association,12 N Plum St,
0084051,2 N Plum St,2,N,Plum,St,,,,23220,Yes,11784544.212212,3724558.46432044,37.54748369,-77.45956441,0350,Fan District Association,2 N Plum St,
0064405,1506 W Main St,1506,W,Main,St,,,,23220,Yes,11784439.074627,3724479.54846777,37.54727016,-77.45993004,0350,Fan District Association,1506 W Main St,
0034667,1720 Floyd Ave,1720,,Floyd,Ave,,,,23220,Yes,11783760.2075464,3725257.2293271,37.54942636,-77.46224205,0350,Fan District Association,1720 Floyd Ave,
0034668,1722 Floyd Ave,1722,,Floyd,Ave,,,,23220,Yes,11783740.7072574,3725263.34972168,37.54944375,-77.46230908,0350,Fan District Association,1722 Floyd Ave,
1034660,1712 Floyd Ave,1712,,Floyd,Ave,,,,23220,Yes,11783844.0000298,3725221.65131427,37.54932612,-77.46195438,0350,Fan District Association,1712 Floyd Ave,
0034656,1710 Floyd Ave,1710,,Floyd,Ave,,,,23220,Yes,11783865.2867326,3725210.75927569,37.54929557,-77.46188137,0350,Fan District Association,1710 Floyd Ave,
1100663,106 N Vine St,106,N,Vine,St,,,,23220,Yes,11784013.6591393,3725307.97135161,37.54955805,-77.46136591,0350,Fan District Association,106 N Vine St,
0001113,111 N Allen Ave,111,N,Allen,Ave,,,,23220,Yes,11783756.0238278,3725488.06843235,37.55006042,-77.46224773,0350,Fan District Association,111 N Allen Ave,
1044236,1719 Grove Ave,1719,,Grove,Ave,,,,23220,Yes,11783871.713557,3725565.26742494,37.55026893,-77.46184576,0350,Fan District Association,1719 Grove Ave,
0044207,1701 Grove Ave,1701,,Grove,Ave,,,,23220,Yes,11784083.7807182,3725478.82993376,37.55002515,-77.46111756,0350,Fan District Association,1701 Grove Ave,
0044216,1707 Grove Ave,1707,,Grove,Ave,,,,23220,Yes,11784006.2808732,3725514.38005953,37.55012512,-77.46138353,0350,Fan District Association,1707 Grove Ave,
0001127,209 N Allen Ave,209,N,Allen,Ave,,,,23220,Yes,11783933.6035251,3725898.17030244,37.55118128,-77.46161965,0350,Fan District Association,209 N Allen Ave,
0100670,206 N Vine St,206,N,Vine,St,,,,23220,Yes,11784185.933401,3725720.98364894,37.55068706,-77.46075602,0350,Fan District Association,206 N Vine St,
0044224,1714 Grove Ave,1714,,Grove,Ave,,,,23220,Yes,11783961.5122619,3725665.45292011,37.55054135,-77.46153221,0350,Fan District Association,1714 Grove Ave,
0044230,1716 Grove Ave,1716,,Grove,Ave,,,,23220,Yes,11783943.5119699,3725674.11661668,37.55056568,-77.46159397,0350,Fan District Association,1716 Grove Ave,
0044249,1722 Grove Ave,1722,,Grove,Ave,,,,23220,Yes,11783884.5124159,3725698.33802493,37.55063398,-77.46179656,0350,Fan District Association,1722 Grove Ave,
0046434,1701 Hanover Ave,1701,,Hanover,Ave,,,,23220,Yes,11784264.34170872,3725884.84126081,37.55113469,-77.46047935,0350,Fan District Association,1701 Hanover Ave,
0046440,1705 Hanover Ave,1705,,Hanover,Ave,,,,23220,Yes,11784220.3414687,3725902.00920552,37.55118316,-77.46063046,0350,Fan District Association,1705 Hanover Ave,
0046486,1719 Hanover Ave,1719,,Hanover,Ave,,,,23220,Yes,11784064.8414516,3725963.14622235,37.55135576,-77.46116451,0350,Fan District Association,1719 Hanover Ave,
3153196,1723 Hanover Ave Unit 3,1723,,Hanover,Ave,Unit 3,,,23220,Yes,11783996.9695401,3726007.94567344,37.55148084,-77.46139692,0350,Fan District Association,1723 Hanover Ave,
3153198,1723 Hanover Ave Unit 5,1723,,Hanover,Ave,Unit 5,,,23220,Yes,11783996.9695401,3726007.94567344,37.55148084,-77.46139692,0350,Fan District Association,1723 Hanover Ave,
0046425,1621 Hanover Ave,1621,,Hanover,Ave,,,,23220,Yes,11784397.4392116,3725827.95948486,37.55097445,-77.46002241,0350,Fan District Association,1621 Hanover Ave,
